arm,source_path,index,label_names,quality_status,warnings,einthoven_residual,avR_residual,hr_estimate_bpm,target_prob_max,semantic_top1,semantic_any_positive_ge_05,prob_CD,prob_HYP,prob_MI,prob_NORM,prob_STTC
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,10,NORM,warning,Einthoven II=I+III violated (residual=0.291)|aVR = -(I+II)/2 violated (residual=0.733),0.2911156275732661,0.7331940822548307,75.63025210084034,0.978594183921814,True,True,0.018350834026932716,0.04597154259681702,0.006636134814471006,0.978594183921814,0.009619018994271755
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,11,NORM,warning,Einthoven II=I+III violated (residual=0.410)|aVR = -(I+II)/2 violated (residual=0.935),0.41013057267712155,0.9352177637478296,75.63025210084034,0.9663988947868347,True,True,0.02397552877664566,0.025514788925647736,0.018412481993436813,0.9663988947868347,0.026616310700774193
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,12,NORM,warning,Einthoven II=I+III violated (residual=0.336)|aVR = -(I+II)/2 violated (residual=0.887),0.3357236724104807,0.8867230156573369,151.26050420168067,0.9598789811134338,True,True,0.02859153226017952,0.006914117373526096,0.11348401755094528,0.9598789811134338,0.012972217984497547
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,13,NORM,warning,Einthoven II=I+III violated (residual=0.469)|aVR = -(I+II)/2 violated (residual=1.089),0.4694969186153035,1.0887636895075101,151.26050420168067,0.9290457963943481,True,True,0.024516288191080093,0.10197503119707108,0.037933509796857834,0.9290457963943481,0.08482608199119568
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,14,NORM,warning,Einthoven II=I+III violated (residual=0.254)|aVR = -(I+II)/2 violated (residual=0.628),0.25405489561848665,0.6284968716740851,69.4006309148265,0.9867761731147766,True,True,0.006975507829338312,0.054389480501413345,0.00037957142922095954,0.9867761731147766,0.007830730639398098
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,15,NORM,warning,Einthoven II=I+III violated (residual=0.405)|aVR = -(I+II)/2 violated (residual=0.921),0.4054871603293558,0.9207266485239051,144.95798319327733,0.9910394549369812,True,True,0.01057782769203186,0.01924877241253853,0.0036622413899749517,0.9910394549369812,0.003389097051694989
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,16,NORM,warning,Einthoven II=I+III violated (residual=0.259)|aVR = -(I+II)/2 violated (residual=0.718),0.25948567621530344,0.7180847984878895,75.55089192025184,0.9651650190353394,True,True,0.02386818639934063,0.05895259976387024,0.03001783974468708,0.9651650190353394,0.018414651975035667
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,17,NORM,warning,Einthoven II=I+III violated (residual=0.429)|aVR = -(I+II)/2 violated (residual=1.007),0.42891372059171057,1.0072087921208803,82.01892744479495,0.9327251315116882,True,True,0.03153938800096512,0.27595072984695435,0.003278129268437624,0.9327251315116882,0.042643480002880096
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,18,NORM,warning,Einthoven II=I+III violated (residual=0.360)|aVR = -(I+II)/2 violated (residual=0.872),0.36007181920121645,0.8717291359021281,91.54929577464789,0.8107794523239136,True,True,0.43345192074775696,0.11067573726177216,0.08102862536907196,0.8107794523239136,0.050075139850378036
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,19,NORM,warning,Einthoven II=I+III violated (residual=0.424)|aVR = -(I+II)/2 violated (residual=0.984),0.4240866869521254,0.984394685192618,138.65546218487395,0.9473802447319031,True,True,0.11586042493581772,0.062933549284935,0.0436430349946022,0.9473802447319031,0.023961130529642105
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,20,NORM,warning,Einthoven II=I+III violated (residual=0.333)|aVR = -(I+II)/2 violated (residual=0.829),0.33285561912984135,0.8286757156829136,76.8409818569904,0.9626455903053284,True,True,0.02572760358452797,0.27352312207221985,0.0005350826540961862,0.9626455903053284,0.006944736000150442
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,21,NORM,warning,Einthoven II=I+III violated (residual=0.266)|aVR = -(I+II)/2 violated (residual=0.712),0.26589740048393173,0.7118597941281309,82.01892744479495,0.979086697101593,True,True,0.017416786402463913,0.031629543751478195,0.002274732803925872,0.979086697101593,0.005789450369775295
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,22,NORM,warning,Einthoven II=I+III violated (residual=0.262)|aVR = -(I+II)/2 violated (residual=0.661),0.2624095632800498,0.6606954379087342,81.9327731092437,0.9621918797492981,True,True,0.10324367135763168,0.01204728428274393,0.0049135987646877766,0.9621918797492981,0.008883433416485786
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,23,NORM,warning,Einthoven II=I+III violated (residual=0.378)|aVR = -(I+II)/2 violated (residual=0.910),0.3784228800626274,0.9104388609443699,125.91815320041974,0.960634708404541,True,True,0.020795054733753204,0.08651535958051682,0.00672785984352231,0.960634708404541,0.012207373976707458
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,24,NORM,warning,aVR = -(I+II)/2 violated (residual=0.337),0.1460742466487839,0.33744386069821797,108.97435897435898,0.9506834149360657,True,True,0.011306715197861195,0.040898848325014114,0.00843835063278675,0.9506834149360657,0.0755215585231781
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,25,NORM,warning,Einthoven II=I+III violated (residual=0.260)|aVR = -(I+II)/2 violated (residual=0.663),0.2604976115968399,0.6634318576153063,125.91815320041974,0.9719119668006897,True,True,0.03114895522594452,0.1551552563905716,0.00036483799340203404,0.9719119668006897,0.004493195563554764
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,26,NORM,warning,Einthoven II=I+III violated (residual=0.348)|aVR = -(I+II)/2 violated (residual=0.840),0.3481379287965892,0.8398737786880295,75.60137457044674,0.9357525706291199,True,True,0.04019348695874214,0.41824233531951904,0.0004199648683425039,0.9357525706291199,0.010653229430317879
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,27,NORM,warning,Einthoven II=I+III violated (residual=0.410)|aVR = -(I+II)/2 violated (residual=1.017),0.40963515509281834,1.0171648210351334,70.81545064377683,0.9570138454437256,True,True,0.04318761080503464,0.15385515987873077,0.0062227253802120686,0.9570138454437256,0.01662643440067768
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,28,NORM,warning,Einthoven II=I+III violated (residual=0.232)|aVR = -(I+II)/2 violated (residual=0.566),0.23181740623271885,0.5664374047355671,101.05263157894737,0.9379122853279114,True,True,0.021053092554211617,0.04837966337800026,0.054002273827791214,0.9379122853279114,0.03185479715466499
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,29,NORM,warning,Einthoven II=I+III violated (residual=0.422)|aVR = -(I+II)/2 violated (residual=0.965),0.42240947736107043,0.9652271932475764,81.84679958027283,0.6110250949859619,False,True,0.40173956751823425,0.8443976044654846,0.0012433448573574424,0.6110250949859619,0.029134735465049744
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,30,NORM,warning,Einthoven II=I+III violated (residual=0.420)|aVR = -(I+II)/2 violated (residual=0.669),0.42032169100989075,0.6694777397575542,113.08900523560209,0.8566892743110657,True,True,0.03782375901937485,0.21047981083393097,0.08768649399280548,0.8566892743110657,0.16934573650360107
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,31,NORM,warning,Einthoven II=I+III violated (residual=0.276)|aVR = -(I+II)/2 violated (residual=0.687),0.27630361163168426,0.687066364396749,138.65546218487395,0.8804997205734253,True,True,0.03434692695736885,0.49910876154899597,0.002965266816318035,0.8804997205734253,0.034644965082407
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,32,NORM,warning,Einthoven II=I+III violated (residual=0.259)|aVR = -(I+II)/2 violated (residual=0.616),0.258834266129911,0.6162850796047081,151.10178384050369,0.9719834327697754,True,True,0.026450475677847862,0.018423132598400116,0.006391236558556557,0.9719834327697754,0.02256712317466736
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,33,NORM,pass,,0.07294459898490654,0.27837008379723666,89.45686900958466,0.9701913595199585,True,True,0.04390076547861099,0.11307566612958908,0.0006675539771094918,0.9701913595199585,0.017389224842190742
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,34,NORM,warning,Einthoven II=I+III violated (residual=0.614)|aVR = -(I+II)/2 violated (residual=1.308),0.6138395197694868,1.308068317135179,151.26050420168067,0.5435053706169128,False,True,0.04507745802402496,0.7779363393783569,0.0780377984046936,0.5435053706169128,0.10736054182052612
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,35,NORM,warning,Einthoven II=I+III violated (residual=0.342)|aVR = -(I+II)/2 violated (residual=0.805),0.34199205776807284,0.8051376247849599,75.39267015706805,0.9510842561721802,True,True,0.05478412285447121,0.15114977955818176,0.01975403167307377,0.9510842561721802,0.008704250678420067
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,36,NORM,warning,Einthoven II=I+III violated (residual=0.322)|aVR = -(I+II)/2 violated (residual=0.785),0.3219258787519238,0.784604339847759,81.91126279863482,0.9713646769523621,True,True,0.01755337417125702,0.14018455147743225,0.0015289532020688057,0.9713646769523621,0.01734912022948265
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,37,NORM,warning,Einthoven II=I+III violated (residual=0.246)|aVR = -(I+II)/2 violated (residual=0.677),0.2461797268855123,0.6773758373859633,75.63025210084034,0.932233989238739,True,True,0.04262707382440567,0.026377679780125618,0.012930553406476974,0.932233989238739,0.05071081966161728
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,38,NORM,warning,Einthoven II=I+III violated (residual=0.338)|aVR = -(I+II)/2 violated (residual=0.820),0.33752041314300135,0.8204076209844887,75.63025210084034,0.9238631129264832,True,True,0.028120841830968857,0.293443500995636,0.001401466317474842,0.9238631129264832,0.02472834661602974
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,39,NORM,pass,,0.0635015051289087,0.19976269532575885,125.78616352201259,0.955160915851593,True,True,0.04436769336462021,0.021473310887813568,0.04157093167304993,0.955160915851593,0.01858387514948845
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,40,NORM,warning,Einthoven II=I+III violated (residual=0.263)|aVR = -(I+II)/2 violated (residual=0.691),0.2633212144141639,0.690509740662971,100.73452256033579,0.9740015864372253,True,True,0.008138338103890419,0.19829480350017548,0.0010210871696472168,0.9740015864372253,0.013642286881804466
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,41,NORM,warning,Einthoven II=I+III violated (residual=0.495)|aVR = -(I+II)/2 violated (residual=1.011),0.49528477844295177,1.010657327434233,114.86486486486486,0.7377195358276367,True,True,0.09329832345247269,0.2923448383808136,0.22176174819469452,0.7377195358276367,0.09135016053915024
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,42,NORM,warning,Einthoven II=I+III violated (residual=0.280)|aVR = -(I+II)/2 violated (residual=0.638),0.2799703682668477,0.6375839138730688,81.9327731092437,0.873321533203125,True,True,0.12855243682861328,0.5509173274040222,0.0032341594342142344,0.873321533203125,0.044437605887651443
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,43,NORM,warning,Einthoven II=I+III violated (residual=0.436)|aVR = -(I+II)/2 violated (residual=1.133),0.4358597287840891,1.1331084372017004,100.94637223974763,0.8948814272880554,True,True,0.02354143187403679,0.3194035589694977,0.007595144212245941,0.8948814272880554,0.11552871018648148
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,44,NORM,warning,Einthoven II=I+III violated (residual=0.347)|aVR = -(I+II)/2 violated (residual=0.877),0.3470408559033291,0.8767662338344048,81.9327731092437,0.9472644329071045,True,True,0.013912017457187176,0.06221558526158333,0.022644242271780968,0.9472644329071045,0.025166573002934456
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,45,NORM,warning,Einthoven II=I+III violated (residual=0.262)|aVR = -(I+II)/2 violated (residual=0.721),0.2623737617900256,0.7209673563556378,88.05031446540882,0.9919154047966003,True,True,0.005691516678780317,0.015617001801729202,0.002259280765429139,0.9919154047966003,0.0035778742749243975
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,46,NORM,warning,Einthoven II=I+III violated (residual=0.339)|aVR = -(I+II)/2 violated (residual=0.823),0.3386122120513829,0.8233239163929661,107.03043022035678,0.9108009338378906,True,True,0.24512939155101776,0.13159075379371643,0.006156512536108494,0.9108009338378906,0.011073701083660126
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,47,NORM,warning,aVR = -(I+II)/2 violated (residual=0.581),0.1935468869554501,0.5805167639045418,144.95798319327733,0.901670515537262,True,True,0.026845665648579597,0.11429551988840103,0.09277202188968658,0.901670515537262,0.040261879563331604
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,48,NORM,warning,Einthoven II=I+III violated (residual=0.330)|aVR = -(I+II)/2 violated (residual=0.807),0.3303302674112909,0.8067916453932656,126.05042016806723,0.8711405396461487,True,True,0.01322490070015192,0.2713255286216736,0.09999547153711319,0.8711405396461487,0.14089755713939667
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,49,NORM,warning,Einthoven II=I+III violated (residual=0.318)|aVR = -(I+II)/2 violated (residual=0.763),0.3182796877633572,0.762778144927005,100.0,0.9532095193862915,True,True,0.057635270059108734,0.033517710864543915,0.04580318182706833,0.9532095193862915,0.013416068628430367
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,50,NORM,warning,aVR = -(I+II)/2 violated (residual=0.361),0.15048413985086015,0.3612886069105039,151.26050420168067,0.979247510433197,True,True,0.0027419300749897957,0.03464310243725777,0.00580824026837945,0.979247510433197,0.059316232800483704
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,51,NORM,warning,Einthoven II=I+III violated (residual=0.202)|aVR = -(I+II)/2 violated (residual=0.483),0.20206202343473234,0.48324954318072316,119.74789915966387,0.8297007083892822,True,True,0.22665953636169434,0.213222935795784,0.017671195790171623,0.8297007083892822,0.04082059860229492
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,52,NORM,warning,Einthoven II=I+III violated (residual=0.343)|aVR = -(I+II)/2 violated (residual=0.860),0.3426496035771745,0.8600643069859473,157.1753986332574,0.9389380812644958,True,True,0.029575958847999573,0.1971701681613922,0.0042313323356211185,0.9389380812644958,0.01617325469851494
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,53,NORM,warning,Einthoven II=I+III violated (residual=0.371)|aVR = -(I+II)/2 violated (residual=0.853),0.3711469136231296,0.853319226629926,69.32773109243698,0.6499760746955872,True,True,0.04809419438242912,0.08005888015031815,0.5617603063583374,0.6499760746955872,0.02028932049870491
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,54,NORM,warning,Einthoven II=I+III violated (residual=0.285)|aVR = -(I+II)/2 violated (residual=0.735),0.2852542896211785,0.7353117598753712,94.4386149003148,0.5342890620231628,False,True,0.8343862295150757,0.39438584446907043,0.009182373061776161,0.5342890620231628,0.03317240625619888
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,55,NORM,warning,Einthoven II=I+III violated (residual=0.319)|aVR = -(I+II)/2 violated (residual=0.689),0.3189417333113477,0.6892434596690045,107.14285714285715,0.9644047021865845,True,True,0.008667876943945885,0.1324281096458435,0.0012016961118206382,0.9644047021865845,0.02608417719602585
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,56,NORM,warning,Einthoven II=I+III violated (residual=0.311)|aVR = -(I+II)/2 violated (residual=0.762),0.3110622149627904,0.7623944137977342,138.65546218487395,0.964108943939209,True,True,0.05479415878653526,0.02757689170539379,0.04036136344075203,0.964108943939209,0.013296232558786869
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,57,NORM,warning,Einthoven II=I+III violated (residual=0.246)|aVR = -(I+II)/2 violated (residual=0.575),0.24618071468737718,0.5751259413335638,81.9327731092437,0.9875614643096924,True,True,0.0065079801715910435,0.013034897856414318,0.0008198394789360464,0.9875614643096924,0.006594942416995764
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,58,NORM,warning,Einthoven II=I+III violated (residual=0.294)|aVR = -(I+II)/2 violated (residual=0.629),0.2939855228385956,0.6285745376710348,151.26050420168067,0.9489195346832275,True,True,0.004784701857715845,0.19129371643066406,0.004054882563650608,0.9489195346832275,0.10637782514095306
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,59,NORM,warning,Einthoven II=I+III violated (residual=0.482)|aVR = -(I+II)/2 violated (residual=1.107),0.48189714752803486,1.1072705544868644,151.26050420168067,0.7949709892272949,True,True,0.18691188097000122,0.4950462281703949,0.057877082377672195,0.7949709892272949,0.028011251240968704
target_token_s05,/root/autodl-tmp/ecgtwin_prompt_token_super5/effectiveness_pilot_v42_task1gate_ningbo_token_scale_large_20260504/target_token_s05/ningbo/gated/gated_samples.npz,60,NORM,warning,Einthoven II=I+III violated (residual=0.350)|aVR = -(I+II)/2 violated (residual=0.904),0.3501615459873288,0.9038858914043975,81.84679958027283,0.8787837624549866,True,True,0.04016949236392975,0.43420061469078064,0.002451730892062187,0.8787837624549866,0.0543823204934597
